campaignid,date,c1,c2,c3,ip,amount
23,2017-04-26 22:07:45,68ekotv7,,,24.43.219.21,0.35
22,2017-04-26 22:07:49,7lbdon6,,,173.88.118.121,0.26
23,2017-04-26 22:07:55,68ekotv7,,,65.102.142.49,0.35
23,2017-04-26 22:12:52,68ekotv7,,,71.33.200.35,0.35
23,2017-04-26 22:13:00,68ekotv7,,,174.26.239.227,0.35
22,2017-04-26 22:18:17,7lbdon6,,,98.28.34.109,0.26
22,2017-04-26 22:18:28,7lbdon6,,,67.252.62.59,0.26
24,2017-04-26 22:23:04,3kas7yg6fn,,,68.104.104.63,0.28
23,2017-04-26 22:27:58,68ekotv7,,,71.219.255.241,0.35
23,2017-04-26 22:28:00,68ekotv7,,,71.219.205.84,0.35
23,2017-04-26 22:32:44,68ekotv7,,,71.37.216.245,0.35
23,2017-04-26 22:32:48,68ekotv7,,,184.97.235.2,0.35
22,2017-04-26 22:37:49,7lbdon6,,,24.163.25.60,0.26
23,2017-04-26 22:37:49,68ekotv7,,,68.186.74.123,0.35
22,2017-04-26 22:37:57,7lbdon6,,,68.202.157.86,0.26
24,2017-04-26 22:42:36,3kas7yg6fn,,,70.181.225.154,0.28
23,2017-04-26 22:42:37,68ekotv7,,,23.114.205.212,0.35
22,2017-04-26 22:42:39,7lbdon6,,,65.31.176.121,0.26
22,2017-04-26 22:42:42,7lbdon6,,,24.59.216.212,0.26
22,2017-04-26 22:42:46,7lbdon6,,,74.67.162.88,0.26
24,2017-04-26 22:52:36,3kas7yg6fn,,,68.226.84.163,0.28
23,2017-04-26 22:52:37,68ekotv7,,,168.103.118.189,0.35
24,2017-04-26 22:52:42,3kas7yg6fn,,,72.201.235.17,0.28
24,2017-04-26 22:57:30,3kas7yg6fn,,,98.165.61.125,0.28
23,2017-04-26 22:57:35,68ekotv7,,,172.58.84.149,0.35
22,2017-04-26 23:02:44,7lbdon6,,,104.229.229.169,0.26
24,2017-04-26 23:02:44,3kas7yg6fn,,,68.10.187.94,0.28
23,2017-04-26 23:02:47,68ekotv7,,,63.225.72.170,0.35
22,2017-04-26 23:02:49,7lbdon6,,,98.144.186.100,0.26
24,2017-04-26 23:07:40,3kas7yg6fn,,,72.208.175.33,0.28
22,2017-04-26 23:12:51,7lbdon6,,,172.90.188.193,0.26
23,2017-04-26 23:23:15,68ekotv7,,,70.190.174.145,0.35
22,2017-04-26 23:23:15,7lbdon6,,,173.89.8.233,0.26
24,2017-04-26 23:27:48,3kas7yg6fn,,,74.195.137.119,0.28
22,2017-04-26 23:27:51,7lbdon6,,,24.194.115.141,0.26
23,2017-04-26 23:33:02,68ekotv7,,,75.175.109.219,0.35
22,2017-04-26 23:33:05,7lbdon6,,,70.92.249.166,0.26
24,2017-04-26 23:33:10,3kas7yg6fn,,,70.185.47.112,0.28
22,2017-04-26 23:38:02,7lbdon6,,,65.25.222.96,0.26
23,2017-04-26 23:41:13,68ekotv7,,,97.114.81.125,0.35
22,2017-04-26 23:53:15,7lbdon6,,,174.106.187.198,0.26
24,2017-04-26 23:53:20,3kas7yg6fn,,,68.227.171.233,0.28
22,2017-04-27 00:03:06,7lbdon6,,,76.188.210.99,0.26
22,2017-04-27 00:12:42,7lbdon6,,,68.203.133.33,0.26
22,2017-04-27 00:29:44,7lbdon6,,,174.237.2.27,0.26
23,2017-04-27 00:37:56,68ekotv7,,,184.100.204.1,0.35
23,2017-04-27 00:38:05,68ekotv7,,,67.5.86.199,0.35
24,2017-04-27 00:42:27,3kas7yg6fn,,,174.74.91.97,0.28
24,2017-04-27 01:12:28,3kas7yg6fn,,,68.224.252.122,0.28
22,2017-04-27 01:23:54,7lbdon6,,,72.131.26.94,0.26
23,2017-04-27 01:34:10,68ekotv7,,,98.200.196.200,0.35
22,2017-04-27 01:43:35,7lbdon6,,,24.168.33.89,0.26
22,2017-04-27 02:02:13,7lbdon6,,,70.211.2.59,0.26
24,2017-04-27 02:13:05,3kas7yg6fn,,,68.2.129.242,0.28
23,2017-04-27 02:13:08,68ekotv7,,,71.205.55.154,0.35
23,2017-04-27 02:18:27,68ekotv7,,,97.124.131.175,0.35
24,2017-04-27 02:52:34,3kas7yg6fn,,,68.110.195.146,0.28
22,2017-04-27 03:31:42,7lbdon6,,,184.91.179.142,0.26
24,2017-04-27 03:52:42,3kas7yg6fn,,,70.160.85.124,0.28
24,2017-04-27 04:12:45,3kas7yg6fn,,,70.187.149.35,0.28
17,2017-04-27 05:12:52,8ke71ti6c,,,67.252.24.246,0.28
22,2017-04-27 05:13:02,7lbdon6,,,75.187.103.240,0.26
23,2017-04-27 05:17:19,68ekotv7,,,174.19.131.176,0.35
24,2017-04-27 05:27:46,3kas7yg6fn,,,24.253.225.10,0.28
17,2017-04-27 05:48:18,8msqfz73,,,76.3.166.69,0.28
22,2017-04-27 05:57:46,7lbdon6,,,173.175.8.109,0.26
22,2017-04-27 06:07:52,7lbdon6,,,72.188.242.41,0.26
24,2017-04-27 06:18:40,3kas7yg6fn,,,72.192.56.131,0.28
24,2017-04-27 06:28:57,3kas7yg6fn,,,68.227.186.116,0.28
22,2017-04-27 06:39:01,7lbdon6,,,74.70.118.211,0.26
23,2017-04-27 06:29:01,68ekotv7,,,107.77.111.52,0.35
22,2017-04-27 06:29:06,7lbdon6,,,142.197.111.71,0.26
22,2017-04-27 06:29:12,7lbdon6,,,67.99.171.239,0.26
22,2017-04-27 06:39:16,7lbdon6,,,174.233.138.95,0.26
22,2017-04-27 06:59:27,7lbdon6,,,174.233.4.217,0.26
22,2017-04-27 07:09:26,7lbdon6,,,108.194.134.148,0.26
22,2017-04-27 07:18:53,7lbdon6,,,173.170.125.248,0.26
22,2017-04-27 07:19:10,7lbdon6,,,45.37.32.199,0.26
23,2017-04-27 07:33:38,68ekotv7,,,75.173.70.128,0.35
23,2017-04-27 07:33:40,68ekotv7,,,67.132.96.230,0.35
24,2017-04-27 07:36:27,3kas7yg6fn,,,70.189.131.222,0.28
1454,2017-04-27 07:36:28,4tefxqnk,,,174.233.6.199,0
23,2017-04-27 07:44:22,68ekotv7,,,174.25.47.185,0.35
22,2017-04-27 07:44:26,7lbdon6,,,207.250.94.221,0.26
22,2017-04-27 07:47:26,7lbdon6,,,173.93.87.16,0.26
23,2017-04-27 07:53:09,68ekotv7,,,71.36.118.80,0.35
24,2017-04-27 07:53:11,3kas7yg6fn,,,98.163.28.84,0.28
23,2017-04-27 07:57:19,68ekotv7,,,75.166.55.12,0.35
22,2017-04-27 07:57:23,7lbdon6,,,65.25.49.147,0.26
22,2017-04-27 08:03:38,7lbdon6,,,67.212.35.36,0.26
24,2017-04-27 08:15:09,3kas7yg6fn,,,72.192.54.189,0.28
24,2017-04-27 08:15:50,3kas7yg6fn,,,166.137.126.109,0.28
22,2017-04-27 08:21:45,7lbdon6,,,107.10.113.167,0.26
22,2017-04-27 08:37:35,7lbdon6,,,174.102.85.57,0.26
22,2017-04-27 08:37:48,7lbdon6,,,97.78.143.201,0.26
22,2017-04-27 08:49:15,7lbdon6,,,184.54.185.86,0.26
23,2017-04-27 08:49:18,68ekotv7,,,97.116.109.19,0.35
22,2017-04-27 08:49:27,7lbdon6,,,107.145.9.215,0.26
24,2017-04-27 08:57:34,3kas7yg6fn,,,72.213.186.51,0.28
23,2017-04-27 09:10:11,68ekotv7,,,99.46.152.214,0.35
22,2017-04-27 09:10:12,7lbdon6,,,76.176.69.28,0.26
24,2017-04-27 09:10:52,3kas7yg6fn,,,174.70.186.25,0.28
22,2017-04-27 09:10:56,7lbdon6,,,184.58.155.169,0.26
22,2017-04-27 09:11:23,7lbdon6,,,174.194.31.228,0.26
23,2017-04-27 09:20:28,68ekotv7,,,97.122.115.188,0.35
23,2017-04-27 09:20:30,68ekotv7,,,97.125.175.142,0.35
24,2017-04-27 09:20:43,3kas7yg6fn,,,72.200.99.9,0.28
22,2017-04-27 09:20:55,7lbdon6,,,184.153.177.32,0.26
22,2017-04-27 09:21:16,7lbdon6,,,75.186.72.119,0.26
22,2017-04-27 09:29:40,7lbdon6,,,72.230.98.247,0.26
23,2017-04-27 09:33:55,68ekotv7,,,75.168.19.188,0.35
23,2017-04-27 09:33:59,68ekotv7,,,184.101.207.138,0.35
22,2017-04-27 09:38:25,7lbdon6,,,74.70.204.63,0.26
22,2017-04-27 09:42:57,7lbdon6,,,45.47.108.168,0.26
22,2017-04-27 09:54:52,7lbdon6,,,50.88.74.140,0.26
22,2017-04-27 09:55:01,7lbdon6,,,168.250.62.193,0.26
22,2017-04-27 09:55:32,7lbdon6,,,155.14.31.76,0.26
24,2017-04-27 09:55:41,3kas7yg6fn,,,70.190.149.93,0.28
22,2017-04-27 09:55:51,7lbdon6,,,174.194.30.92,0.26
22,2017-04-27 09:56:01,7lbdon6,,,74.67.227.32,0.26
24,2017-04-27 09:57:33,3kas7yg6fn,,,70.188.139.33,0.28
24,2017-04-27 10:02:33,3kas7yg6fn,,,68.229.94.29,0.28
23,2017-04-27 10:02:50,68ekotv7,,,67.40.132.82,0.35
24,2017-04-27 10:15:29,3kas7yg6fn,,,69.63.114.66,0.28
23,2017-04-27 10:15:41,68ekotv7,,,75.166.3.213,0.35
23,2017-04-27 10:15:58,68ekotv7,,,174.16.65.214,0.35
23,2017-04-27 10:15:59,8js4ngq0zk,,,71.220.78.60,0.35
22,2017-04-27 10:16:04,7lbdon6,,,24.59.67.71,0.26
22,2017-04-27 10:16:05,7lbdon6,,,98.144.183.128,0.26
23,2017-04-27 10:16:05,68ekotv7,,,65.131.39.134,0.35
22,2017-04-27 10:16:15,7lbdon6,,,70.112.21.158,0.26
23,2017-04-27 10:16:17,68ekotv7,,,67.3.254.23,0.35
1454,2017-04-27 10:24:35,61cdyqusr,,,71.30.180.168,0
22,2017-04-27 10:24:57,7lbdon6,,,98.148.220.167,0.26
22,2017-04-27 10:25:25,7lbdon6,,,45.46.34.177,0.26
23,2017-04-27 10:27:03,68ekotv7,,,71.37.205.21,0.35
23,2017-04-27 10:27:06,68ekotv7,,,75.172.251.242,0.35
22,2017-04-27 10:27:09,7lbdon6,,,67.248.129.138,0.26
23,2017-04-27 10:27:18,68ekotv7,,,67.5.206.194,0.35
24,2017-04-27 10:27:23,3kas7yg6fn,,,70.190.40.45,0.28
24,2017-04-27 10:27:23,3kas7yg6fn,,,68.101.252.208,0.28
23,2017-04-27 10:33:26,68ekotv7,,,73.32.122.244,0.35
23,2017-04-27 10:33:26,68ekotv7,,,75.170.35.173,0.35
23,2017-04-27 10:33:30,68ekotv7,,,97.120.75.3,0.35
22,2017-04-27 10:33:36,7lbdon6,,,67.255.95.25,0.26
23,2017-04-27 10:33:40,68ekotv7,,,166.137.242.124,0.35
22,2017-04-27 10:45:37,7lbdon6,,,174.96.84.159,0.26
22,2017-04-27 10:45:49,7lbdon6,,,104.173.75.178,0.26
24,2017-04-27 10:45:53,3kas7yg6fn,,,98.165.218.21,0.28
22,2017-04-27 10:45:57,7lbdon6,,,71.46.193.244,0.26
22,2017-04-27 10:46:01,7lbdon6,,,72.135.237.78,0.26
22,2017-04-27 10:46:09,7lbdon6,,,76.184.250.85,0.26
22,2017-04-27 10:46:17,7lbdon6,,,67.8.100.138,0.26
23,2017-04-27 10:46:18,68ekotv7,,,65.128.163.246,0.35
23,2017-04-27 10:46:19,68ekotv7,,,68.107.221.51,0.35
23,2017-04-27 10:47:59,68ekotv7,,,172.58.59.93,0.35
23,2017-04-27 10:52:36,68ekotv7,,,75.164.165.166,0.35
23,2017-04-27 10:59:44,68ekotv7,,,184.96.205.202,0.35
22,2017-04-27 11:02:11,7lbdon6,,,98.26.229.62,0.26
24,2017-04-27 11:15:38,3kas7yg6fn,,,72.213.187.95,0.28
22,2017-04-27 11:15:42,7lbdon6,,,173.93.241.190,0.26
24,2017-04-27 11:16:26,3kas7yg6fn,,,172.56.31.130,0.28
22,2017-04-27 11:16:28,7lbdon6,,,70.113.95.59,0.26
23,2017-04-27 11:18:01,68ekotv7,,,63.227.176.180,0.35
22,2017-04-27 11:18:09,7lbdon6,,,65.28.186.229,0.26
24,2017-04-27 11:21:33,3kas7yg6fn,,,68.102.244.27,0.28
22,2017-04-27 11:30:52,7lbdon6,,,174.101.112.207,0.26
22,2017-04-27 11:31:04,7lbdon6,,,173.94.133.112,0.26
22,2017-04-27 11:36:51,7lbdon6,,,65.189.245.239,0.26
22,2017-04-27 11:36:54,7lbdon6,,,184.55.32.202,0.26
23,2017-04-27 11:37:01,68ekotv7,,,174.209.35.142,0.35
23,2017-04-27 11:37:01,8js4ngq0zk,,,67.2.23.12,0.35
22,2017-04-27 11:43:58,7lbdon6,,,45.37.149.26,0.26
24,2017-04-27 11:47:45,3kas7yg6fn,,,98.177.241.54,0.28
22,2017-04-27 12:01:24,7lbdon6,,,166.137.102.61,0.26
22,2017-04-27 12:10:59,7lbdon6,,,76.167.192.251,0.26
22,2017-04-27 12:11:11,7lbdon6,,,65.188.187.182,0.26
22,2017-04-27 12:11:14,7lbdon6,,,65.27.67.58,0.26
23,2017-04-27 12:11:30,68ekotv7,,,159.118.153.125,0.35
22,2017-04-27 12:13:44,7lbdon6,,,98.156.113.36,0.26
23,2017-04-27 12:13:47,68ekotv7,,,75.161.2.40,0.35
23,2017-04-27 12:13:53,68ekotv7,,,50.155.139.48,0.35
23,2017-04-27 12:16:59,68ekotv7,,,174.16.243.72,0.35
22,2017-04-27 12:17:13,7lbdon6,,,98.167.188.229,0.26
23,2017-04-27 12:28:15,68ekotv7,,,97.113.10.197,0.35
22,2017-04-27 12:28:19,7lbdon6,,,174.96.108.22,0.26
22,2017-04-27 12:34:29,7lbdon6,,,71.67.175.38,0.26
22,2017-04-27 12:34:30,7lbdon6,,,172.74.197.221,0.26
23,2017-04-27 12:34:34,68ekotv7,,,71.211.152.38,0.35
22,2017-04-27 12:34:44,7lbdon6,,,68.202.194.39,0.26
24,2017-04-27 12:37:35,3kas7yg6fn,,,40.141.111.138,0.28
24,2017-04-27 12:37:40,3kas7yg6fn,,,71.241.242.107,0.28
22,2017-04-27 12:37:51,7lbdon6,,,107.77.173.8,0.26
22,2017-04-27 12:37:53,7lbdon6,,,173.91.194.238,0.26
22,2017-04-27 12:49:21,7lbdon6,,,72.128.210.20,0.26
23,2017-04-27 12:49:24,68ekotv7,,,70.199.130.244,0.35
22,2017-04-27 12:49:54,7lbdon6,,,66.66.145.16,0.26
24,2017-04-27 12:52:41,3kas7yg6fn,,,64.134.159.127,0.28
22,2017-04-27 12:52:46,7lbdon6,,,104.162.46.143,0.26
22,2017-04-27 12:52:48,7lbdon6,,,174.98.160.175,0.26
23,2017-04-27 12:52:57,2d6kvm1y9e,,,71.211.94.203,0.35
22,2017-04-27 12:59:18,7lbdon6,,,173.175.190.34,0.26
22,2017-04-27 13:02:34,7lbdon6,,,67.248.175.171,0.26
22,2017-04-27 13:02:44,7lbdon6,,,184.55.168.34,0.26
23,2017-04-27 13:02:50,68ekotv7,,,65.103.136.69,0.35
22,2017-04-27 13:15:04,7lbdon6,,,66.67.5.114,0.26
22,2017-04-27 13:15:16,7lbdon6,,,45.46.150.249,0.26
22,2017-04-27 13:15:21,7lbdon6,,,108.184.85.13,0.26
24,2017-04-27 13:18:01,3kas7yg6fn,,,68.228.223.98,0.28
22,2017-04-27 13:18:33,7lbdon6,,,108.254.47.81,0.26
22,2017-04-27 13:18:34,7lbdon6,,,24.194.89.215,0.26
23,2017-04-27 13:18:35,68ekotv7,,,65.103.137.176,0.35
22,2017-04-27 13:18:36,7lbdon6,,,66.251.117.188,0.26
23,2017-04-27 13:31:13,68ekotv7,,,68.3.127.76,0.35
23,2017-04-27 13:31:55,82qaxdl7r,,,68.206.147.50,0.35
23,2017-04-27 13:31:56,82qaxdl7r,,,174.106.11.54,0.35
23,2017-04-27 13:31:59,82qaxdl7r,,,66.55.63.250,0.35
23,2017-04-27 13:32:02,82qaxdl7r,,,98.5.133.214,0.35
23,2017-04-27 13:32:04,82qaxdl7r,,,174.238.151.85,0.35
23,2017-04-27 13:32:06,82qaxdl7r,,,174.232.4.80,0.35
23,2017-04-27 13:32:07,82qaxdl7r,,,72.184.196.135,0.35
23,2017-04-27 13:32:11,82qaxdl7r,,,70.195.1.251,0.35
23,2017-04-27 13:32:12,82qaxdl7r,,,24.211.2.175,0.35
23,2017-04-27 13:32:13,82qaxdl7r,,,184.58.57.128,0.35
23,2017-04-27 13:32:13,82qaxdl7r,,,70.192.74.30,0.35
23,2017-04-27 13:32:13,82qaxdl7r,,,98.30.180.176,0.35
23,2017-04-27 13:32:14,82qaxdl7r,,,107.213.43.116,0.35
23,2017-04-27 13:32:16,82qaxdl7r,,,207.250.35.238,0.35
23,2017-04-27 13:32:17,82qaxdl7r,,,184.58.46.178,0.35
23,2017-04-27 13:32:17,82qaxdl7r,,,172.72.175.0,0.35
23,2017-04-27 13:32:18,82qaxdl7r,,,72.183.233.147,0.35
23,2017-04-27 13:32:18,82qaxdl7r,,,174.238.8.27,0.35
23,2017-04-27 13:32:19,82qaxdl7r,,,107.77.76.45,0.35
23,2017-04-27 13:32:21,82qaxdl7r,,,76.79.204.55,0.35
23,2017-04-27 13:32:24,82qaxdl7r,,,152.43.51.103,0.35
23,2017-04-27 13:32:24,82qaxdl7r,,,68.101.208.211,0.35
23,2017-04-27 13:32:24,82qaxdl7r,,,75.85.4.109,0.35
23,2017-04-27 13:32:24,82qaxdl7r,,,76.173.218.11,0.35
23,2017-04-27 13:32:25,82qaxdl7r,,,97.103.75.225,0.35
23,2017-04-27 13:32:25,82qaxdl7r,,,192.154.54.11,0.35
23,2017-04-27 13:32:27,82qaxdl7r,,,96.59.35.95,0.35
23,2017-04-27 13:32:28,82qaxdl7r,,,76.181.144.242,0.35
22,2017-04-27 13:32:29,7lbdon6,,,66.87.64.209,0.26
23,2017-04-27 13:32:29,82qaxdl7r,,,75.179.19.99,0.35
23,2017-04-27 13:32:29,82qaxdl7r,,,75.182.91.228,0.35
23,2017-04-27 13:32:30,82qaxdl7r,,,72.188.66.228,0.35
23,2017-04-27 13:32:30,82qaxdl7r,,,107.12.59.220,0.35
23,2017-04-27 13:32:31,82qaxdl7r,,,107.14.57.136,0.35
23,2017-04-27 13:32:32,82qaxdl7r,,,173.169.94.48,0.35
23,2017-04-27 13:32:32,82qaxdl7r,,,66.66.122.239,0.35
23,2017-04-27 13:32:33,82qaxdl7r,,,174.232.132.174,0.35
23,2017-04-27 13:32:33,82qaxdl7r,,,66.87.77.0,0.35
23,2017-04-27 13:32:33,82qaxdl7r,,,45.37.169.74,0.35
23,2017-04-27 13:32:34,82qaxdl7r,,,107.72.164.31,0.35
23,2017-04-27 13:32:35,82qaxdl7r,,,68.204.17.145,0.35
23,2017-04-27 13:32:37,82qaxdl7r,,,76.188.24.134,0.35
23,2017-04-27 13:32:38,82qaxdl7r,,,24.33.229.96,0.35
23,2017-04-27 13:38:45,82qaxdl7r,,,24.25.209.14,0.35
23,2017-04-27 13:38:45,82qaxdl7r,,,104.32.246.214,0.35
23,2017-04-27 13:38:45,82qaxdl7r,,,172.101.168.219,0.35
23,2017-04-27 13:38:46,82qaxdl7r,,,98.26.34.204,0.35
23,2017-04-27 13:38:49,82qaxdl7r,,,98.121.162.90,0.35
23,2017-04-27 13:38:49,82qaxdl7r,,,107.77.104.128,0.35
23,2017-04-27 13:38:49,82qaxdl7r,,,104.231.62.6,0.35
22,2017-04-27 13:38:49,7lbdon6,,,76.222.68.70,0.26
23,2017-04-27 13:38:49,82qaxdl7r,,,76.88.178.123,0.35
23,2017-04-27 13:38:51,82qaxdl7r,,,66.8.141.103,0.35
23,2017-04-27 13:38:51,82qaxdl7r,,,65.184.241.210,0.35
23,2017-04-27 13:38:51,82qaxdl7r,,,66.87.132.10,0.35
23,2017-04-27 13:38:51,82qaxdl7r,,,97.104.16.126,0.35
23,2017-04-27 13:38:52,82qaxdl7r,,,75.85.101.69,0.35
23,2017-04-27 13:38:53,82qaxdl7r,,,204.210.244.220,0.35
23,2017-04-27 13:38:54,82qaxdl7r,,,184.90.4.92,0.35
23,2017-04-27 13:38:54,82qaxdl7r,,,97.98.141.125,0.35
23,2017-04-27 13:38:55,82qaxdl7r,,,72.130.70.4,0.35
23,2017-04-27 13:38:55,82qaxdl7r,,,142.196.165.246,0.35
23,2017-04-27 13:38:57,82qaxdl7r,,,71.72.104.71,0.35
23,2017-04-27 13:38:57,82qaxdl7r,,,70.112.199.201,0.35
23,2017-04-27 13:38:57,82qaxdl7r,,,96.59.148.35,0.35
23,2017-04-27 13:38:57,82qaxdl7r,,,98.28.228.154,0.35
23,2017-04-27 13:38:57,82qaxdl7r,,,166.170.14.32,0.35
23,2017-04-27 13:38:58,82qaxdl7r,,,24.168.196.254,0.35
23,2017-04-27 13:39:00,82qaxdl7r,,,172.112.175.132,0.35
23,2017-04-27 13:39:00,82qaxdl7r,,,172.115.7.252,0.35
23,2017-04-27 13:39:01,68ekotv7,,,97.117.176.74,0.35
23,2017-04-27 13:39:01,82qaxdl7r,,,107.77.105.21,0.35
23,2017-04-27 14:48:53,82qaxdl7r,,,174.227.135.152,0.35
23,2017-04-27 13:39:01,82qaxdl7r,,,174.228.132.222,0.35
23,2017-04-27 13:39:01,82qaxdl7r,,,104.138.133.255,0.35
23,2017-04-27 13:39:04,82qaxdl7r,,,172.75.242.38,0.35
23,2017-04-27 13:39:04,82qaxdl7r,,,166.137.139.129,0.35
23,2017-04-27 13:39:06,82qaxdl7r,,,107.77.80.112,0.35
23,2017-04-27 13:39:09,82qaxdl7r,,,65.28.237.106,0.35
23,2017-04-27 13:39:09,82qaxdl7r,,,24.193.116.145,0.35
23,2017-04-27 13:39:10,82qaxdl7r,,,23.242.181.255,0.35
23,2017-04-27 13:39:13,82qaxdl7r,,,173.91.228.161,0.35
23,2017-04-27 13:39:15,82qaxdl7r,,,47.198.193.82,0.35
23,2017-04-27 13:39:15,82qaxdl7r,,,24.93.151.171,0.35
23,2017-04-27 13:39:18,82qaxdl7r,,,172.88.167.71,0.35
23,2017-04-27 13:39:18,82qaxdl7r,,,173.170.240.251,0.35
23,2017-04-27 13:39:19,82qaxdl7r,,,24.165.99.93,0.35
23,2017-04-27 13:39:19,82qaxdl7r,,,98.5.16.158,0.35
23,2017-04-27 13:39:20,82qaxdl7r,,,45.48.106.244,0.35
23,2017-04-27 13:39:19,82qaxdl7r,,,76.179.53.12,0.35
23,2017-04-27 13:39:20,82qaxdl7r,,,65.190.198.157,0.35
23,2017-04-27 13:39:21,82qaxdl7r,,,172.101.228.135,0.35
23,2017-04-27 13:39:21,82qaxdl7r,,,98.151.248.13,0.35
23,2017-04-27 13:39:22,82qaxdl7r,,,104.137.33.26,0.35
23,2017-04-27 13:39:23,82qaxdl7r,,,70.126.124.93,0.35
23,2017-04-27 13:42:58,82qaxdl7r,,,66.68.48.135,0.35
23,2017-04-27 13:42:58,82qaxdl7r,,,24.93.120.118,0.35
23,2017-04-27 13:43:01,82qaxdl7r,,,96.59.166.173,0.35
23,2017-04-27 13:43:02,82qaxdl7r,,,70.198.58.169,0.35
23,2017-04-27 13:43:02,82qaxdl7r,,,76.93.232.114,0.35
23,2017-04-27 13:43:03,82qaxdl7r,,,68.172.41.138,0.35
23,2017-04-27 13:43:04,82qaxdl7r,,,45.50.12.237,0.35
23,2017-04-27 13:43:04,82qaxdl7r,,,173.169.45.176,0.35
23,2017-04-27 13:43:04,82qaxdl7r,,,24.198.167.43,0.35
23,2017-04-27 13:43:05,82qaxdl7r,,,98.151.75.79,0.35
23,2017-04-27 13:43:05,82qaxdl7r,,,24.165.108.35,0.35
23,2017-04-27 13:43:05,82qaxdl7r,,,174.195.135.221,0.35
23,2017-04-27 13:43:05,82qaxdl7r,,,70.195.129.111,0.35
23,2017-04-27 13:43:05,82qaxdl7r,,,74.67.148.36,0.35
23,2017-04-27 13:43:06,82qaxdl7r,,,69.207.195.156,0.35
23,2017-04-27 13:43:06,82qaxdl7r,,,73.107.71.99,0.35
23,2017-04-27 13:43:06,82qaxdl7r,,,166.181.83.103,0.35
23,2017-04-27 13:43:06,82qaxdl7r,,,24.239.210.149,0.35
23,2017-04-27 13:43:07,82qaxdl7r,,,174.193.150.133,0.35
23,2017-04-27 13:43:08,82qaxdl7r,,,172.72.171.115,0.35
23,2017-04-27 13:43:08,82qaxdl7r,,,104.172.65.234,0.35
23,2017-04-27 13:43:09,82qaxdl7r,,,75.81.12.103,0.35
23,2017-04-27 13:43:09,82qaxdl7r,,,72.135.17.155,0.35
23,2017-04-27 13:43:10,82qaxdl7r,,,68.207.158.121,0.35
23,2017-04-27 13:43:10,82qaxdl7r,,,174.193.135.69,0.35
23,2017-04-27 13:43:11,82qaxdl7r,,,75.85.91.27,0.35
23,2017-04-27 13:43:12,82qaxdl7r,,,72.179.236.102,0.35
23,2017-04-27 13:43:13,82qaxdl7r,,,70.209.136.195,0.35
23,2017-04-27 13:43:14,82qaxdl7r,,,174.57.205.72,0.35
23,2017-04-27 13:43:15,82qaxdl7r,,,70.92.141.136,0.35
23,2017-04-27 13:43:18,82qaxdl7r,,,67.240.184.9,0.35
22,2017-04-27 13:43:20,7lbdon6,,,76.181.147.231,0.26
23,2017-04-27 13:43:20,82qaxdl7r,,,184.91.211.27,0.35
23,2017-04-27 13:43:20,82qaxdl7r,,,70.95.22.118,0.35
23,2017-04-27 13:43:21,82qaxdl7r,,,72.132.27.108,0.35
23,2017-04-27 13:43:22,82qaxdl7r,,,104.136.234.187,0.35
23,2017-04-27 13:43:22,82qaxdl7r,,,76.176.172.255,0.35
23,2017-04-27 13:43:24,82qaxdl7r,,,67.242.167.93,0.35
23,2017-04-27 13:43:25,82qaxdl7r,,,107.184.138.70,0.35
23,2017-04-27 13:43:25,82qaxdl7r,,,71.41.44.78,0.35
23,2017-04-27 13:43:26,82qaxdl7r,,,65.194.33.160,0.35
23,2017-04-27 13:43:28,82qaxdl7r,,,66.26.117.7,0.35
23,2017-04-27 13:43:28,82qaxdl7r,,,174.96.98.153,0.35
23,2017-04-27 13:43:28,82qaxdl7r,,,174.194.19.41,0.35
23,2017-04-27 13:43:29,82qaxdl7r,,,174.194.14.108,0.35
23,2017-04-27 13:43:31,82qaxdl7r,,,76.173.164.180,0.35
23,2017-04-27 13:43:32,82qaxdl7r,,,45.36.222.18,0.35
23,2017-04-27 13:43:32,82qaxdl7r,,,69.132.201.39,0.35
23,2017-04-27 13:43:32,82qaxdl7r,,,23.28.115.125,0.35
23,2017-04-27 13:43:32,82qaxdl7r,,,98.238.11.131,0.35
23,2017-04-27 13:43:33,82qaxdl7r,,,70.176.121.232,0.35
23,2017-04-27 13:43:33,82qaxdl7r,,,108.191.251.195,0.35
23,2017-04-27 13:43:34,82qaxdl7r,,,74.65.9.170,0.35
23,2017-04-27 13:43:34,82qaxdl7r,,,65.184.250.53,0.35
23,2017-04-27 13:43:34,82qaxdl7r,,,67.8.237.162,0.35
23,2017-04-27 13:43:34,82qaxdl7r,,,98.144.128.126,0.35
23,2017-04-27 13:43:36,82qaxdl7r,,,174.194.22.103,0.35
23,2017-04-27 13:47:54,82qaxdl7r,,,45.37.117.222,0.35
23,2017-04-27 13:47:58,82qaxdl7r,,,70.42.131.106,0.35
23,2017-04-27 13:47:57,82qaxdl7r,,,172.58.153.204,0.35
23,2017-04-27 13:47:58,82qaxdl7r,,,70.42.131.106,0.35
23,2017-04-27 13:47:58,82qaxdl7r,,,70.42.131.106,0.35
23,2017-04-27 13:47:58,82qaxdl7r,,,76.178.27.174,0.35
23,2017-04-27 13:47:59,82qaxdl7r,,,107.185.4.120,0.35
23,2017-04-27 13:47:59,82qaxdl7r,,,65.31.131.119,0.35
23,2017-04-27 13:47:59,82qaxdl7r,,,75.85.108.89,0.35
